id1	uid1	bw1	ew1	b1	e1	len1	tok1	s1	seq1	gid1	id2	uid2	bw2	ew2	b2	e2	len2	tok2	s2	seq2	gid2	matches	score
Shamela0023596-ara1.completed.ms115	4075910332427961691	9	178	47	878	1524	300	رؤوس الخلائق--- وليس عليهم يومئذ لباس ولا لهم -كنان فتلفحهم الشمس وتسفعهم وتأخذ بأنفاسهم ومد ذلك اليوم عليهم وكربه ثم ينجي الله------ برحمته من يشاء إلى ظل من ظله فهناك يقولون فمن الله علينا ووقانا عذاب السموم الطور ويقال للمكذبين انطلقوا إلى ما كنتم به تكذبون المرسلات من عذاب الله سبحانه وعقابه انطلقوا من ذلك إلى ظل من دخا---ن نار جهنم قد -سطع ثم افترق ثلاث فرق وكذلك شأن الدخان العظيم إذا ارتفع أن يتشعب فيكونون فيه إلى أن يفرغ من الحساب كما يكون أولياء الله في ظل عرشه أو حيث شاء من الظل إلى أن يفرغ من الحساب ثم يؤمر بكل فريق إلى مستقره من الجنة أو ال----نار ثم وصف الظل فقال لا ظليل أ--ي لا يظلكم من حر هذا اليوم بل يدنيكم من لهب النار إلى ما هو أشد عليكم من حر الشمس ولا يغني عنكم من اللهب وهذا مثل قوله سبحانه وظل من يحموم لا بارد ولا كريم الواقعة واليحموم الدخان وهو سرادق أهل النار فيما ذكر المفسرون ثم وصف النار فقال------- إنها ترمي بشرر كالقصر	115	-2298784228722095805	Shamela0023594-ara1.ms2101	-903838516308600519	1	124	6	593	1558	300	رؤوس الخلق أجمع وليس عليهم يومئذ لباس ولا لهم أكنان------------------------------------------------------------------ ينجي الله تعالى برحمته من يشاء إلى ظل من ظله ثم ق----------------------------------------------------ال للمكذبين انطلقوا إلى ما كنتم به تكذبون--------- من عذاب الل-------ه وعقابه انطلقوا------- إلى ظل أي دخان من نار جهنم قد يسطع ثم افترق ثلاث فرق------------------------------------------- فيكونون فيه إلى أن يفرغ من الحساب كما يكون أوليائ----ه في ظله ---------------------------------------------ثم يؤمر لكل فريق إلى مستقره--- الجنة أو إلى النار ثم وصف الظل فقال لا ظليل يعني لا يظلكم من حر هذا اليوم بل يزيدكم من لهب النار إلى ما هو أشد عليكم من حر الشمس ولا يغني من -----اللهب وهذا مثل قول-------ه وظل من يحمو-----------------م الواقعة وهو الد-----خان وهو سرادق أهل النار ك-ما ذكر المفسرون سورة المرسلات الآيات الى إنها ترمي بشرر كالقصر	2101	-6146459113630397427	516	845.0
Shamela0023596-ara1.completed.ms116	-5230525874612557071	207	237	1108	1263	1605	300	سورة البقر----ة أيود أحدكم أن تكون له جنة من نخيل وأعناب تجري من تحتها الأنهار له فيها من كل الثمرات وأصابه الكبر وله ذرية ضعفاء فأصابها إعصار فيه نار فاحترقت	116	-2298784228722095805	Shamela0023594-ara1.ms0208	8760822412232499465	236	267	1308	1467	1633	300	سورة البقرة آية أيود أحدكم أن تكون له جنة من نخيل وأعناب تجري من تحتها الأنهار له فيها من كل الثمرات وأصابه الكبر وله ذرية ضعفاء فأصابها إعصار فيه نار فاحترقت	208	-6146459113630397427	155	303.5
Shamela0023596-ara1.completed.ms117	-5058097013802968376	148	190	775	999	1601	300	أنزل من السماء ماء فسالت أودية بقدرها فاحتمل السيل زبدا رابيا ومما يوقدون عليه في النار ابتغاء حلية أو متاع زبد مثله كذلك يضرب الله الحق والباطل فأما الزبد فيذهب جفاء وأما ما ينفع الناس فيمكث في الأرض كذلك يضرب الله الأمثال	117	-2298784228722095805	Shamela0023594-ara1.ms0977	-755097261093663220	198	240	1036	1260	1568	300	أنزل من السماء ماء فسالت أودية بقدرها فاحتمل السيل زبدا رابيا ومما يوقدون عليه في النار ابتغاء حلية أو متاع زبد مثله كذلك يضرب الله الحق والباطل فأما الزبد فيذهب جفاء وأما ما ينفع الناس فيمكث في الأرض كذلك يضرب الله الأمثال	977	-6146459113630397427	224	448.0
Shamela0023596-ara1.completed.ms117	-5058097013802968376	191	300	1005	1601	1601	300	هذا مثل ضربه الله لل------حق والباطل يقول البا-----طل وإن ظهر على الحق في بعض الأحوال وعلاه فإن الله سيمحقه ويبطله ويجعل العاقبة للحق وأهله ومثل ذلك مطر جود أسال الأودية بقدرها الكبير على قدره والصغير على قدره فاحتمل السيل زبدا رابيا أي عاليا على الماء كما يعلو الباطل تارة على الحق ومن جواهر الأرض التي تدخل الكير ويوقد- عليها يعني الذهب والفضة للحلية و------------الشبه والحديد للآلة حي----------------ث يعلوها مثل زبد الماء فأما الزبد فيذهب جفاء أي يلقيه الماء عنه فيتعلق بأصول الشجر وبجنبات الوادي وكذلك خبث الفلز------------ يقذفه الكير فهذا مثل الباطل وأما ما الماء الذي ينفع الناس وينبت المرعى فيمكث في الأرض وكذلك الصفو من الفلز يبقى خالصا	117	-2298784228722095805	Shamela0023594-ara1.ms0979	2258100881582229639	117	222	640	1209	1627	300	هذا مثل ضربه الله تعالى للحق والباطل يقول الحق الباطل وإن ظهر على الحق في بعض الأحوال وعلا- فإن الله سيمحقه ويبطله ويجعل العاقبة للحق وأهله -مثل---- مطر سال في-- الأودية بقدرها--------------------------------- فاحتمل السيل زبدا رابيا أي عاليا على الماء كما يعلو الباطل تارة على الحق ومن جواهر الأرض التي تدخل الكور توقدون عليها يعني الذهب والفضة للحلية أو متاع يعني الشبه والحديد والآنك يكون للآنية له خبث يعلوها مثل زبد الماء فأما الزبد فيذهب جفاء --------------------يتعلق بأصول الشجر وك-نبات الوادي وكذلك خبث الفلز يعني الجوهر يقذفه------ فهذا مثل الباطل وأما ما----------- ينفع الناس وينبت المرعى فيمكث في الأرض فكذلك الصفر من الفلز يبقى صالحا	979	-6146459113630397427	489	859.0
Shamela0023596-ara1.completed.ms119	5138480565358997163	203	233	985	1130	1454	300	لهم التناوش من مكان بعيد وقد كفروا به من قبل ويقذفون بالغيب من مكان بعيد وحيل بينهم وبين ما يشتهون كما فعل بأشياعهم من قبل إنهم كانوا في شك مريب	119	-2298784228722095805	Shamela0023594-ara1.ms1613	-1440211825657233732	0	30	1	146	1474	300	لهم التناوش من مكان بعيد وقد كفروا به من قبل ويقذفون بالغيب من مكان بعيد وحيل بينهم وبين ما يشتهون كما فعل بأشياعهم من قبل إنهم كانوا في شك مريب	1613	-6146459113630397427	145	290.0
Shamela0023596-ara1.completed.ms119	5138480565358997163	248	283	1205	1364	1454	300	ولو ترى يا محمد فزعهم حين ---------------------------لا فوت أي لا مهرب ولا ملجأ يفوتون به ويلجأون إليه وهذا نحو قوله فنادوا ولات حين مناص ص أي نادوا حين لا مهرب وأخذوا من مكان قريب يعني	119	-2298784228722095805	Shamela0023594-ara1.ms1613	-1440211825657233732	231	254	1135	1241	1474	300	ولو ترى يا محمد فزعهم حين صاح بهم جبريل عليه السلام فلا فوت أي لا-------------- يفوت منهم فائت------------------------------------------------------------------ وأخذوا من مكان قريب يعني	1613	-6146459113630397427	70	91.5
Shamela0023596-ara1.completed.ms119	5138480565358997163	208	278	1010	1339	1454	300	وقد كفروا به من قبل ويقذفون بالغيب من مكان بعيد وحيل بينهم وبين ما يشتهون كما فعل بأشياعهم من قب--------------------------------------------------------------------------------------ل إنهم كانوا في شك مريب سبأ كان الحسن رضي الله عنه يجعل الفزع يوم القيامة إذا بعثوا من القبور يقول ولو ترى يا محمد فزعهم حين لا فوت أ--ي لا مهرب ولا ملجأ يفوتون به ويلجأون إليه وهذا نحو قوله فنادوا ولات حين مناص ص أي نادوا حين لا مهرب	119	-2298784228722095805	Shamela0023594-ara1.ms1614	871694740477661163	178	246	858	1174	1446	300	وقد كفروا به من قبل------------------------------------------------------ كما فعل بأشياعهم من قبل يعني الأقدمون أهل دينهم الأولون من قبل الأشياع جمع الجمع يقال شيعة وشيع وأشياع ثم قال إنهم كانوا في شك مريب يعني هم في شك مما نزل بهم مريب يعني إنهم لا يعرفون شكهم وقال القتبي في قوله ف------------------------لا فوت يعني لا مهرب ولا ملجأ----------------------- وهذا مثل قوله فنادوا ولات حين مناص ص أي نادوا حين لا مهرب	1614	-6146459113630397427	156	200.0
Shamela0023596-ara1.completed.ms120	-1756011951502774048	136	195	684	983	1534	300	سورة النور لي----س على الأعمى حرج ولا على الأعرج حرج ولا على المريض حرج ولا على أنفسكم أن تأكلوا من بيوتكم أو بيوت آبائكم أو بيوت أمهاتكم أو بيوت إخوانكم أو بيوت أخواتكم أو بيوت أعمامكم أو بيوت عماتكم أو بيوت أخوالكم أو بيوت خالاتكم أو ما ملكتم مفاتحه أو صديقكم ليس عليكم جناح أن تأكلوا جميعا أو أشتاتا	120	-2298784228722095805	Shamela0023594-ara1.ms1357	-7993630919170056077	151	211	818	1121	1559	300	سورة النور آية ليس على الأعمى حرج ولا على الأعرج حرج ولا على المريض حرج ولا على أنفسكم أن تأكلوا من بيوتكم أو بيوت آبائكم أو بيوت أمهاتكم أو بيوت إخوانكم أو بيوت أخواتكم أو بيوت أعمامكم أو بيوت عماتكم أو بيوت أخوالكم أو بيوت خالاتكم أو ما ملكتم مفاتحه أو صديقكم ليس عليكم جناح أن تأكلوا جميعا أو أشتاتا	1357	-6146459113630397427	298	591.5
Shamela0023596-ara1.completed.ms121	5360144233397064542	162	228	834	1180	1555	300	أو بيوت آبائكم أو بيوت أمهاتكم أو بيوت إخوانكم يريد إخوتكم أو بيوت أخواتكم أو بيوت أعمامكم أو بيوت عماتكم أو بيوت أخوالكم أو بيوت خالاتكم أو ما ملكتم مفاتحه يعني العبيد لأن السيد يملك منزل عبده هذا على تأويل ابن عباس وقال غيره أو ما خزنتموه لغيركم يريد الزمنى الذين كانوا يخزنون للغزاة أو صديقكم ليس عليكم جناح أن تأكلوا جميعا من منازل هؤلاء إذا	121	-2298784228722095805	Shamela0023594-ara1.ms1357	-7993630919170056077	173	212	925	1126	1559	300	أو بيوت آبائكم أو بيوت أمهاتكم أو بيوت إخو------------انكم أو بيوت أخواتكم أو بيوت أعمامكم أو بيوت عماتكم أو بيوت أخوالكم أو بيوت خالاتكم أو ما ملكتم مفاتح----------------------------------------------------------------------ه----------------------------------------------------------- أو صديقكم ليس عليكم جناح أن تأكلوا جميعا أو أشتاتا فإذا ----	1357	-6146459113630397427	186	350.5
Shamela0023596-ara1.completed.ms122	-8425659149034789423	7	70	42	346	1545	300	فلما جن عليه الليل رأى كوكبا قال هذا ربي فلما أفل قال لا أحب الآفلين فلما رأى القمر بازغا قال هذا ربي فلما أفل قال لئن لم يهدني ربي لأكونن من القوم الضالين فلما رأى الشمس بازغة قال هذا ربي هذا أكبر فلما أفلت قال يا قوم إني بريء مما تشركون إني وجهت وجهي للذي فطر السماوات والأرض حنيفا وما أنا من المشركين	122	-2298784228722095805	Shamela0023594-ara1.ms0561	2369406411096079793	1	64	5	309	1420	300	فلما جن عليه الليل رأى كوكبا قال هذا ربي فلما أفل قال لا أحب الآفلين فلما رأى القمر بازغا قال هذا ربي فلما أفل قال لئن لم يهدني ربي لأكونن من القوم الضالين فلما رأى الشمس بازغة قال هذا ربي هذا أكبر فلما أفلت قال يا قوم إني بريء مما تشركون إني وجهت وجهي للذي فطر السماوات والأرض حنيفا وما أنا من المشركين	561	-6146459113630397427	304	608.0
Shamela0023596-ara1.completed.ms124	-7102429244417880421	51	115	255	600	1604	300	ثمانية أزواج من الضأن اثنين ومن المعز اثنين قل آلذكرين حرم أم الأنثيين أما اشتملت عليه أرحام الأنثيين نبئوني بعلم إن كنتم صادقين ومن الإبل اثنين ومن البقر اثنين قل آلذكرين حرم أم الأنثيين أما اشتملت عليه أرحام الأنثيين أم كنتم شهداء إذ وصاكم الله بهذا فمن أظلم ممن افترى على الله كذبا ليضل الناس بغير علم الأنعام أراد------------------ وهو الذي أنشأ جنات معروشات	124	-2298784228722095805	Shamela0023594-ara1.ms0592	2784790013732205822	87	155	483	846	1613	300	ثمانية أزواج من الضأن اثنين ومن المعز اثنين قل آلذكرين حرم أم الأنثيين أما اشتملت عليه أرحام الأنثيين نبئوني بعلم إن كنتم صادقين ومن الإبل اثنين ومن البقر اثنين قل آلذكرين حرم أم الأنثيين أما اشتملت عليه أرحام الأنثيين أم كنتم شهداء إذ وصاكم الله بهذا فمن أظلم ممن افترى على الله كذبا ليضل الناس بغير علم إن الله لا يهدي القوم الظالمين وهو الذي أنشأ جنات معروشات	592	-6146459113630397427	334	649.0
Shamela0023596-ara1.completed.ms124	-7102429244417880421	59	97	299	507	1604	300	-قل آلذكرين حرم أم------- الأنثيين أما اشتملت عليه أرحام الأنثيين----------------------------------------------------------------- نبئوني بعل--------------------------م إن كنتم صادقين وم----------------------ن الإبل اثنين ومن البقر اثنين قل آلذكرين حرم أم الأنثيين أما اشتملت عليه أرحام الأنثيين أم كنتم شه-----------------------------------------------------------------------------------------------------------------------------------------داء إذ وصاكم الله بهذا	124	-2298784228722095805	Shamela0023594-ara1.ms0594	5186042970646737239	196	287	1046	1512	1578	300	قبل الذكرين حرم أم من قبل الأنثيين أما اشتملت عليه أرحام الأنثيين يعني أم من قبل اشتمال الرحم فإنها لا تشتمل إلا على الذكر والأنثى نبئوني بعلم يعني أخبروني بسبب التحريم إن كنتم صادقين أن الله حرم ما تقولون ومن الإبل اثنين ومن البقر اثنين قل آلذكرين حرم أم الأنثيين أما اشتملت عليه أرحام الأنثيين يعني من أين جاء هذا التحريم ثم قال أم كنتم شهداء يعني إذا لم تقدروا على إثبات تحريم ذلك بالعقل فهل لكم كتاب يشهد على تحريم هذا فذلك قوله أم كنتم شهداء إذ وصاكم الله بهذا	594	-6146459113630397427	195	320.0
Shamela0023596-ara1.completed.ms126	3032521967507761726	198	300	1131	1642	1642	300	أيحسب الإنسان أ--لن نجمع عظامه ----------بلى قادرين على أن نسوي بنانه بل يريد الإنسان ليفجر أمامه القيامة هذا رد من الله عليهم وذلك أنهم ظنوا أن الله لا ينشر الموتى ولا يقدر على جمع العظام البالية فقال بلى فاعلموا أنا نقدر على رد السلاميات على صغرها ونؤلف بينها حتى يستوي البنان ومن قدر على ----هذا فهو على جمع كبار العظام أقدر و----مثل هذا رجل قلت له أتراك تقدر على أن تؤلف هذا الحنظل في خيط فيقول لك نعم وبين الخردل وأما---------------------------------------------------------------------------------------- قوله سبحانه بل يريد الإنسان ليفجر أما--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------مه فقد كثرت فيه التفاسير فقال سعيد بن جبير يقول سوف أتوب سوف أتوب وقال	126	-2298784228722095805	Shamela0023594-ara1.ms2087	-1692347042527796466	68	191	351	967	1560	300	أيحسب الإنسان أن لن نجمع عظامه في الآخرة بلى قادرين على أن نسوي بنانه يعني أن نجمع ما صغر منه ونؤلف بينه أي نعي---------------------------------------------------------------------------------------------------------------------د السلاميات على صغرها----------------------------- ومن قدر على جمع هذا فهو على جمع كبار العظام أقدر وقال مجاهد------------------------ على أن نسوي خفه كخف البعير لا يعمل به شيئا وقال سعيد بن جبير يعني كنف البعير أو كحافر الدابة والحمر لأنه ليس من دابة إلا وهي تأكل بفمها غير الإنسان قوله -تعالى بل يريد الإنسان ليفجر أمامه يعني يقدم ذنوبه ويؤخر توبته ويقول سوف أتوب ولا يترك الذنوب وهذا قول ابن عباس رضي الله عنه وقال عكرمة ليفجر أمامه يعني يريد الذنوب في المستقبل وقال القتبي بل يريد الإنسان ليفجر أمامه فقد كثرت فيه التفاسير وقال سعيد بن جبير----- سوف أت---------وب وقال	2087	-6146459113630397427	236	314.5
Shamela0023596-ara1.completed.ms126	3032521967507761726	25	147	131	846	1642	300	أفلح من زكى نفسه أي أنماها وأعلاها بالطاعة والبر والصدقة واصطناع المعروف وأصل التزكية الزيادة ومنه يقال زكا الزرع يزكوا إذا كثر ريعه وزكت النفقة إذا بورك فيها ومنه زكاة الرجل عن ماله لأنها تثمر ماله وتنميه وتزكية القاضي للشاهد منه لأنه يرفعه بالتعديل والذكر الجميل وقد خاب من دساها أ--ي نقصها وأخفاها بترك عمل البر وبركوب ----المعاصي والفاجر أبدا خفي المكان زمر المروءة غامض الشخص ناكس الرأس ودساها من دسست فقلبت إحدى السينات ياء كما يقال لببت والأصل لبيت و قصيت أظفاري وأصله قصصت ومثله كثير فكأن النطف بارتكاب الفواحش دس نفسه وقمعها ومصطنع المعروف شهر نفسه ورفعها وكانت أجواد العرب تنزل الربا وأيفاع الأرض لتشتهر أماكنها للمعتفين وتوقد النيران في الليل------------------------ للطارقين وكانت -------------اللئام تنزل الأولاج والأطراف والأهضام لتخفى أماكنها	126	-2298784228722095805	Shamela0023594-ara1.ms2156	539631354158665913	160	220	849	1191	1654	300	أفلح من زكى نفسه أي أنماها وأعلاها بالطاعة والبر والصدقة---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- وقد خاب من دساها يعني نقصها وأخفاها بترك عمل البر وبركوب عمل المعاصي وأصله دسس فجعل ----مكان------------------------------------------------------- إحدى السينين ياء كما يقال------------------- قصيت أظفاري وأصله قصصت قال وأصل هذا أن-------------------------------------------------------------------------- أجواد العرب كانوا ينزلو-------------------------------------------------ن في أرفع المواضع ويوقدون من النار للطارقين لتكون أنفسهم أشهر واللئام ينزلون -------الأطراف والأهضام لتخفي أماكنهم	2156	-6146459113630397427	242	338.0
Shamela0023596-ara1.completed.ms127	7087397119235435394	155	299	808	1583	1586	300	تأتوننا عن اليمين الصافات --------------------------------------------يقول هذا المشركون يوم القيامة لقرنائهم من الشياطين إنكم كنتم تأتوننا--------------- عن أيماننا لأن إبليس قال لآتينهم من بين أيديهم ومن خلفهم وعن أيمانهم وعن شمائلهم الأعراف فشياطينهم تأتيهم من كل جهة من هذه الجهات بمعنى من الكيد والإضلال وقال المفسرون فمن أتاه الشيطان من جهة اليمين أتاه من قبل الدين فلبس عليه الحق ومن أتاه من جهة الشمال أتاه من قبل الشهوات ومن أتاه من بين يديه أتاه من قبل التكذيب بيوم القيامة والثواب والعقاب ومن أتاه من خلفه خوفه الفقر على نفسه وعلى من يخلف بعده فلم يصل رحما ولم يؤد زكاة فقال المشركون لقرنائهم إنكم كنتم تأتوننا---------- في الدنيا من جهة الدين فتشبهون علينا فيه حتى أضللتمونا فقال-- لهم قرناؤهم بل لم تكونوا مؤمنين الصافات أي لم تكونوا على حق فنشبهه عليكم ونزيلكم عنه إلى --باطل وما كان لنا عليكم من سلطان الصافات أي قدرة فنقهركم و-------------نجبركم	127	-2298784228722095805	Shamela0023594-ara1.ms1662	-6171238187637959764	64	203	368	1101	1618	300	تأتوننا عن اليمين عن الحق يعني الكفار يقولون للشيطان وقال القتبي إنما يقول هذا المشركون لقرنا------------ئهم من الشياطين إنكم كنتم تأتوننا عن اليمين يعني عن أيماننا لأن إبليس قال لآتينهم من بين أيديهم ومن خلفهم وعن أيمانهم وعن شمائلهم الأعراف وقال----------------------------------------------------------------- المفسرون -من أتاه الشيطان من قبل اليمين أتاه من قبل الدين وليس عليه الحق ومن أتاه من قبل الشمال أتاه من قبل الشهوات ومن أتاه من بين يديه أتاه من قبل التكذيب ب----القي----------------امة ومن أتاه من خلفه خوفه الفقر على نفسه وعلى من يخلف بعده فلم يصل رحما ولم يؤد زكاة وقال المشركون لقرنائهم إنكم كنتم تأتوننا عن اليمين في الدنيا من جهة الدين يعني----------------- أضللتمونا -قالوا لهم قرناؤهم بل لم تكونوا مؤمنين-------- أي لم تكونوا على حق فتشب-ه عليكم ونزيلكم عنه إلى الباطل وما كان لنا عليكم من سلطان يعني من--- قدرة فنقهركم ويقال من ملك فنجبركم	1662	-6146459113630397427	609	1074.5
Shamela0023596-ara1.completed.ms127	7087397119235435394	0	45	1	246	1586	300	الكلبي يكثر الذنوب ويؤخر التوبة وقال آخرون يتمنى الخطيئة وفيه قول آخر على طريق الإمكان إن كان الله تعالى أراده وهو أن يكون الفجور بمعنى التكذيب بيوم القيامة ومن كذب ب--حق فقد فجر وأصل الفجور الميل فقيل للكاذب والمكذب والفاسق فاجر لأنه مال عن الحق	127	-2298784228722095805	Shamela0023594-ara1.ms2087	-1692347042527796466	191	230	967	1187	1560	300	الكلبي يكثر الذنوب ويؤخر التوبة وقال آخرون يتمنى الخطيئة وفيه قول آخر على طريق الإنكار ب---------------------------أن يكون الفجور بمعنى التكذيب بيوم القيامة ومن كذب بالحق فقد فجر وأصل الفجور الميل فقيل للكاذب والمكذب والفاسق فاجر لأنه مال عن الحق	2087	-6146459113630397427	215	403.5
Shamela0023596-ara1.completed.ms128	-4876390231029136428	40	195	218	1038	1572	300	أم عندهم خزائن رحمة ربك الع-------------------------------------------------------------------------------------------------زيز الوهاب أم لهم ملك السماوات والأرض وما بينهما فليرتقوا في الأسباب جند ما هنالك مهزوم من الأحزاب ص أخبر الله سبحانه عن عنادهم وتكبرهم وتمسكهم بآلهتهم في أول السورة فقال بل الذين كفروا في عزة وشقاق ص وحكى قولهم أن امشوا واصبروا على آلهتكم ص أي اذهبوا ودعوه وتمسكوا بآلهتكم فقال الله عز وجل أعندهم بآلهتهم هذه خزائن الرحمة أم لهم ملك السماوات والأرض وما بينهما فليرتقوا في الأسباب ص أي ف------------------------------------------------------------------------------------ي أبواب السماء وأبواب السماء أسبابها قال الشاعر ولو نال أسباب السماء بسلم---- ويكون أيضا فليرتقوا في الأسباب --أي في الحبال إلى السماء كما سألوك أن ترقى -في السماء وتأتيهم بكتاب ويقال للرجل إذا تقدم في العلم وغيره وبرع قد ارتقى في الأسباب كما يقال قد بلغ السماء ونحو هذا قوله في موضع آخر أم لهم سلم يستمعون فيه فليأت مستمعهم بسلطان مبين الطور وهذا كله -------توبيخ وتقرير بالعجز------- ثم قال بعد جند ما هنالك مهزوم من الأحزاب	128	-2298784228722095805	Shamela0023594-ara1.ms1685	8136780952490594412	141	255	697	1301	1525	300	أم عندهم خزائن رحمة ربك يعني مفاتيح رحمة ربك يعني مفاتيح النبوة بأيديهم ليس ذلك بأيديهم وإنما ذلك فضل الله يؤتيه من يشاء العزيز الوهاب يعني بيد الله العزيز في ملكه الوهاب لمن يشاء------------------------------------------------------------------------------------------------------------------- بل الله يختار من يشاء للوحي فيوحي ا--------------------------------------------------------------------------لله عز وجل ---------------------وهي الرسالة لمن يشاء----------------- وما بينهما فليرتقوا في الأسباب يعني إن لم يرضوا بما فعل الله تعالى فليتكلفوا الصعود إلى السماء وقال القتبي أسباب السماء أي أبواب السماء كم------------------ا قال القائل ولو نال أسباب السماء بسلم قال ويكون أيضا فليرتقوا في الأسباب يعني في الجبال إلى السماء كما سألوك أن ترقى إلى السماء فتأتيهم بآية---------------------------------------------------------------------------------------------------------------------------------------------------------------------- وهذا كله تهديد وتوبيخ------- بالعجز سورة ص الآيات الى جند ما هنالك مهزوم من الأحزاب	1685	-6146459113630397427	290	370.0
Shamela0023596-ara1.completed.ms129	3521845249420214995	145	240	720	1233	1557	300	تدارك فأدغمت التاء في الدال------ وأدخلت ألف الوصل ليسلم للدال الأولى السكون ومثله حتى إذا اداركوا فيها جميعا الأعراف واثاقلتم إلى الأرض التوبة وقالوا اطيرنا بك النمل إنما هو تداركوا وتثاقلتم وتطيرنا ومعنى تدارك تتابع وعلمهم--- حكمهم على الآخرة وحدس----هم الظنون وأراد وما يشعرون متى يبعثون إلا بتتابع الظنون في علم الآخرة فهم يقولون تارة إنها تكون وتارة إنها لا تكون وإلى كذا تكون وما يعلم غيب ذلك إلا الله تعالى ثم قال بل------------------------------ هم في شك منها بل هم-------------------------------------------------------------------------------------- من علمها --عمون وكا---ن ابن عباس يقرؤها بلى أدار-----ك علمهم وهذه القراءة أشد إيضاحا للمعنى	129	-2298784228722095805	Shamela0023594-ara1.ms1440	-6722507708053926235	39	128	208	672	1553	300	تدارك فأدغم- التاء في الدال وشددت وأدخلت ألف الوصل ليسلم------------- السكون للدال--------------------------------------------------------------------------------------------------------------------- ومعناه----- تتابع -علمهم أي حكمهم على الآخرة واستعمالهم الظ----------------------------------------------نون في علم الآخرة فهم يقولون تارة إنها تكون وتارة----- لا تكون الساعة ويقال معناه تدارك أي تكامل علمهم يوم القيامة لأنهم يبعثون ويشاهدون ما وعدوا بل هم في شك منها أي من قيام الساعة في الدنيا بل هم منها عمون يعني يتعامون عن قيامها ويقال بل هم منها عمون أي من علمها جاهلون وروي عن ابن عباس أنه كان يقرأ بل ادراك علمهم وهذه القراءة أشد إيضاحا للمعنى	1440	-6146459113630397427	243	327.0
Shamela0023596-ara1.completed.ms129	3521845249420214995	20	93	101	472	1557	300	يدبر الأمر من السماء إلى الأرض ثم يعرج إليه في يو-------------------------------------------م كان مقدار---------ه ألف سنة مما تعدون السجدة يريد سبحانه أنه يقضي الأمر في السماء وينزله مع الملائكة إلى الأرض فت-------------------------------وقعه ثم تعرج إلى السماء أي تصعد بما أوقعته من ذلك الأمر فيكون نزولها به ورجوعها في يوم واحد مقداره ألف سنة مما تعدون يريد مقدار المسير فيه على قدر مسيرنا وعددنا ألف سنة لأن بعد ما بين السماء والأرض مسيرة خمسمائة عام	129	-2298784228722095805	Shamela0023594-ara1.ms1538	-1185001441068813341	223	293	1159	1518	1552	300	يدبر الأمر من السماء إلى الأرض ثم يعرج إليه في يوم كان مقداره يعني في يوم واحد من أيام الدنيا كان مقدار ذلك اليوم ألف سنة مما تعدون أنتم وقال القتبي معناه يقضي ف------ي السماء وينزله مع الملائكة إلى الأرض فتوقعه الملائكة عليهم السلام في الأرض ثم يعرج إليه-------------------------------------- فيكون نزولها--- ورجوعها في يوم واحد مق------------------------------دار المسير---- على قدر -سير-------نا ألف سنة لأن بعد ما بين السماء والأرض------ خمسمائة عام	1538	-6146459113630397427	245	389.0
Shamela0023596-ara1.completed.ms129	3521845249420214995	261	300	1340	1557	1557	300	يا أيها الذين آمنوا لا تتخذوا عدوي وعدوكم أولياء تلقون إليهم بالمودة وقد كفروا بما جاءكم من الحق يخرجون الرسول وإياكم أن تؤمنوا بالله ربكم إن كنتم خرجتم جهادا في سبيلي وابتغاء مرضاتي تسرون إليهم بالمودة وأنا أعلم بما	129	-2298784228722095805	Shamela0023594-ara1.ms1992	-6526473008998960319	45	84	242	459	1556	300	يا أيها الذين آمنوا لا تتخذوا عدوي وعدوكم أولياء تلقون إليهم بالمودة وقد كفروا بما جاءكم من الحق يخرجون الرسول وإياكم أن تؤمنوا بالله ربكم إن كنتم خرجتم جهادا في سبيلي وابتغاء مرضاتي تسرون إليهم بالمودة وأنا أعلم بما	1992	-6146459113630397427	217	434.0
Shamela0023596-ara1.completed.ms130	7689662950181837980	223	260	1183	1377	1586	300	كان قوم من المسلمين لشدة غيظهم وحنقهم على المشركين يستبطئون ما وعد الله ورسوله من النصر- وآخرون من المشركين يريدون اتباعه ويخشون أ--لا يتم له- أمره فقال تعالى من كان يظن أن لن ينصره الله يعني محمدا	130	-2298784228722095805	Shamela0023594-ara1.ms1267	2047643072781423707	259	294	1282	1459	1485	300	كان قوم من المسلمين لشدة غيظ-------هم على المشركين يستبطئون ما وعد لهم م--------ن النصرة وآخرون من المشركين يريدون اتباعه ويخشون أن لا يتم لهم أمره فنزل------ من كان يظن أن لن ينصره الله يعني محمدا	1267	-6146459113630397427	166	295.0
