id1	uid1	bw1	ew1	b1	e1	len1	tok1	s1	seq1	gid1	id2	uid2	bw2	ew2	b2	e2	len2	tok2	s2	seq2	gid2	matches	score
Shamela0023596-ara1.completed.ms130	7689662950181837980	200	260	1071	1377	1586	300	من كان يظن أن لن ينصره الله في الدنيا والآخرة فليمدد بسب---------------ب إلى السماء ثم ليقطع-------------------------------------------------------------------- فلينظر هل يذهبن كيد---------ه ما يغيظ الحج كان قوم من المسلمين لشدة غيظهم وحنقهم على المشركين يستبطئون ما وعد الله ورسوله من النصر وآخرون من المشركين يريدون اتباعه ويخشون ألا يتم له أمر---------ه فقال تعال---ى من كان يظن أن لن ينصره الله يعني محمدا	130	-2298784228722095805	Shamela0023594-ara1.ms1268	2761197638835498004	75	133	377	652	1549	300	من كان يظن أن لن ينصره الله في الدنيا والآخرة يعني أن لن يرزقه الله وذهب إلى قول العرب أرض منصورة أي ممطورة فكأنه قال من كان قانطا من رزق الله ورحمته فليفعل ذلك فلينظر هل يذهبن كيده أي حيلته ما يغيظ أي------------------------------------------------------------------------------------------------------------------------------------- غيظه لتأخير الرزق عنه وقال --الزجاج من كان يظن أن لن ينصره الله يعني محمدا	1268	-6146459113630397427	136	175.5
Shamela0023596-ara1.completed.ms130	7689662950181837980	53	139	279	745	1586	300	يا أيها الذين آمنوا --------------لا تتخذوا عدوي وعدوكم أو----------------------لياء تلقون إليهم بالمودة أي----------------------------------------------------- تخبرونهم بما يخبر بمثله الرجل أهل مودته وتنصحون لهم------------------------------ وقد كفروا بما جاءكم من الحق مع النبي صلى الله عليه وسلم يخرجون الرسول وإياكم تم الكلام يعني من مكة أن تؤمنوا بالله ربكم أي أخرجوا الرسول وأخرجوكم لأن آمنتم بالله وحده إن كنتم خرجتم جهادا في سبيلي وابتغاء مرضاتي يريد ف-------------------لا تلقوا إليهم بالمودة إن كنتم خرجتم مجاهدين في سبيلي طالبين رضاي ثم قال تسرون إليهم بالمودة وأنا أعلم بما أخفيتم وما أعلنتم	130	-2298784228722095805	Shamela0023594-ara1.ms1994	-245881944690374694	9	105	43	601	1668	300	يا أيها الذين آمنوا فسماهم مؤمنين لا تتخذوا عدوي وعدوكم أولياء يعني في العون والنصرة تلقون إليهم بالمودة يعني تكتبون وتبعثون إليهم بالصحيفة والنصيحة ويقال معناه تخبرونهم كما يخبر------ الرجل أهل مودته حيث توجهون إليهم بالكتاب والمودة والنصيحة وقد كفروا بما جاءكم من الحق يعني من القرآن والرسول----- يخرجون الرسول وإياكم يعني أخرجوكم-- من مكة أن تؤمنوا بالله ربكم يعني لأجل الإيمان بربكم يعني بوحدانية ربكم إن كنتم خر----جتم جهادا في سبيلي وابتغاء مرضاتي تسرون إليهم بالمودة يعني لا تلقون إليهم بالمودة إن كنتم خرجتم مجاهدين في سبيلي وطلب-- رضاي--------------------------- وأنا أعلم بما أخفيتم وما أعلنتم	1994	-6146459113630397427	311	481.5
Shamela0023596-ara1.completed.ms131	7519555656725966782	159	188	793	943	1459	300	وإن كان كبر عليك إعراضهم فإن استطعت أن تبتغي نفقا في الأرض أو سلما في السماء فتأتيهم بآية ولو شاء الله لجمعهم على الهدى فلا تكونن من الجاهلين الأنعام	131	-2298784228722095805	Shamela0023594-ara1.ms0540	-7568946286882501264	199	229	1095	1245	1584	300	وإن كان كبر عليك إعراضهم فإن استطعت أن تبتغي نفقا في الأرض أو سلما في السماء فتأتيهم بآية ولو شاء الله لجمعهم على الهدى فلا تكونن من الجاهلين قد نعلم	540	-6146459113630397427	146	288.0
Shamela0023596-ara1.completed.ms131	7519555656725966782	85	294	423	1428	1459	300	لا تثق بما أقوله-- فاذهب فاختنق تريد اجهد جهدك هذا معنى قول المفسرين وفيه وجه آخر على طريق الإمكان وهو أن تكون السماء هاهنا السماء بعينها لا السقف -كأنه قال فليمدد بسبب إليها أي بحبل وليرتق فيه ثم ليقطع------ حتى يخر فيهلك أي ليفعل هذا إن بلغه جهده فلينظر هل ينفعه ومثله قوله لرسول الله صلى الله عليه وسلم حين سأله المشركون أن يأتيهم بآية ولم يشأ الله أن يأتيهم بها فشق ذلك عليه وإن كان كبر عليك إعراضهم فإن استطعت أن تبتغي نفقا في الأرض أو سلما في السماء فتأتيهم بآية ولو شاء الله لجمعهم على الهدى فلا تكونن من الجاهلين الأنعام يريد اجهد إن بلغ هذا جهدك وروى ابن عيينة عن ابن أبي نجيح عن كردم أن رجلا سأل أبا هريرة وابن عمر وابن عباس عن رجل قتل مؤمنا متعمدا هل له توبة فكلهم قال هل يستطيع أن يحييه هل يستطيع أن يبتغي نفقا في الأرض أو سلما في السماء يريدون أنه لا توبة له كما أن هذا لا يكون وقال أبو عبيدة من كان يظن أن لن ينصره الله أي-------------------------- يرزقه الله وذهب إلى قول العرب أرض منصورة أي ممطورة وقد نصرت الأرض أي مطرت كأنه يريد من كان قانطا من رزق الله ورحمته فليفعل ذلك فلينظر هل يذهب- كيده أي حيلته----------- غيظه لتأخ-ر الرزق عنه	131	-2298784228722095805	Shamela0023594-ara1.ms1268	2761197638835498004	12	122	68	601	1549	300	لم تثق بما أقول لك فاذهب فاختنق أو اجت-هد جهدك قال------------------ وفيه وجه آخر----------------- وهو أن يكون------- هاهنا السماء بعينها لا السقف فكأنه قال فليمدد بسبب إليها أي بحبل وليرتق فيه ثم ليقطع الحبل حتى يخر ف--------------------------يهلك فلينظر هل ينفعه كقوله عز وجل----------------------------------------------------------------------------------------------------- وإن كان كبر عليك إعراضهم فإن استطعت أن تبتغي نفقا في الأرض أو سلما في السم---------------------اء-------------------------------------------- الأنعام---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- وقال أبو عبيدة من كان يظن أن لن ينصره الله في الدنيا والآخرة يعني أن لن يرزقه الله وذهب إلى قول العرب أرض منصورة أي ممطورة فكأنه قال من -----------------------كان قانطا من رزق الله ورحمته فليفعل ذلك فلينظر هل يذهبن كيده أي حيلته ما يغيظ أي غيظه لتأخير الرزق عنه	1268	-6146459113630397427	448	728.0
Shamela0023596-ara1.completed.ms132	-622341918231801300	107	159	559	848	1604	300	وتركهم في ظلمات لا يبصرون ف---الظلمة الأولى التي كانوا فيها الكفر واستيقادهم النار قولهم لا إله إلا الله وإن محمدا رسول الله فلما أضاءت لهم ما حولهم واهتدوا وآمنوا خلوا إلى شياطينهم فنافقوا وقالوا--------- إنما نحن مستهزؤن البقرة فسلبهم نور الإيمان وتركهم في ظلمات الكفر لا يبصرون--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- ثم ضرب لهم مثلا آخر	132	-2298784228722095805	Shamela0023594-ara1.ms0027	5022491389946726579	82	183	436	983	1589	300	وتركهم في ظلمات لا يبصرون قال الظلمة الأولى----- كان-ت ظلمة الكفر -استيقادهم النار قول-- لا إله إلا الله وإذ------------------------------------------------------ا خلوا إلى شياطينهم فنافقوا وقالوا إنا معكم إنما نحن مستهزؤن البقرة فسلبهم نور الإيمان وتركهم في ظلمات------ لا يبصرون سورة البقرة آية أو كصيب من السماء فيه ظلمات ورعد وبرق يجعلون أصابعهم في آذانهم من الصواعق حذر الموت والله محيط بالكافرين أو كصيب من السماء فيه ظلمات يعني كمطر نزل من السماء فضرب لهم الله تعالى مثلا آخر لأن العرب كانوا يوضحون الكلام بذكر الأمثال فالله ضرب لهم الأمثال ليوضح عليهم الحجة فضرب لهم مثلا بالمستوقد النار ثم ضرب لهم مثلا آخر	27	-6146459113630397427	213	347.5
Shamela0023596-ara1.completed.ms132	-622341918231801300	28	64	137	331	1604	300	يجعلون أصابعهم في آذانهم من---- الصواعق حذر الموت والله محيط بالكافرين---------------------------------------------------------------- يكاد البرق يخطف أبصارهم كلما أضاء لهم مشوا فيه وإذا أظلم عليهم قاموا ولو شاء الله لذهب بسمعهم وأبصارهم إن الله على كل شيء قدير	132	-2298784228722095805	Shamela0023594-ara1.ms0028	1162283791990721565	126	172	661	913	1562	300	يجعلون أصابعهم في آذانهم من خوف الص-اعقة--------- والله محيط بالكافرين أي عالم بأعمالهم والإحاطة هي إدراك الشيء بكماله سورة البقرة آية يكاد البرق يخطف أبصارهم كلما أضاء لهم مشوا فيه وإذا أظلم عليهم قاموا ولو شاء الله لذهب بسمعهم وأبصارهم إن الله على كل شيء قدير	28	-6146459113630397427	183	335.5
Shamela0023596-ara1.completed.ms133	-988443400358438203	175	274	931	1467	1609	300	فكأنه قال إن ساعات الليل الناشئة فاكتفى بالوصف من الاسم وقوله------ أشد وطئا المزمل أي أثقل على المصلي من ساعات النهار وهو من قولك اشتدت على القوم وطأة سلطانهم إذا ثقل عليهم ما يلزمهم ويأخذهم به فأعلم الله نبيه أن الثواب في قيام الليل على قدر --شدة الوطأة وثقلها ومن قرأها وطاء على تقدير فعال فهو مصدر لواطأت فلانا على كذا مواطأة ووطاء وأراد أن القراءة في الليل يتواطأ فيها قلب المصلي ولسانه وسمعه على التفهم والأداء والاستماع بأكثر مما يتواطأ عليه بالنهار وأقوم قيلا المزمل أي أخلص للقول وأسمع له لأن الليل تهدأ عنه الأصوات وتنقطع فيه الحركات	133	-2298784228722095805	Shamela0023594-ara1.ms2074	2843158418813604572	163	205	831	1056	1550	300	فكأنه قال إن ساعات الليل الناشئة فاكتفى بالوصف من الاسم -قوله تعالى أشد وطئا يعن-----ي أثقل على المصلي من ساعات النهار فأخبر أ--------------------------------------------------------------------------------------ن الثواب --------------على قدر الشدة---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------- وأقوم قيلا يعن-----ي أخلص للقول وأسمع له لأن الليل تهدأ فيه الأصوات وتنقطع فيه الحركات	2074	-6146459113630397427	202	317.5
Shamela0023596-ara1.completed.ms134	6544441346228505675	238	299	1295	1647	1654	300	سورة البقرة----------- وإذ أخذنا ميثاقكم لا تسفكون دماءكم ولا تخرجون أنفسكم من دياركم ثم أقررتم وأنتم تشهدون ثم أنتم هؤلاء تقتلون أنفسكم وتخرجون فريقا منكم من ديارهم تظاهرون عليهم بالإثم والعدوان وإن يأتوكم أسارى تفادوهم وهو محرم عليكم إخراجهم أفتؤمنون ببعض الكتاب وتكفرون ببعض فما جزاء من يفعل ذلك منكم إلا خزي في الحياة الدنيا ويوم القيامة يردون إلى أشد العذاب	134	-2298784228722095805	Shamela0023594-ara1.ms0075	-4676622409806335669	191	254	1085	1448	1686	300	سورة البقرة الآيات الى وإذ أخذنا ميثاقكم لا تسفكون دماءكم ولا تخرجون أنفسكم من دياركم ثم أقررتم وأنتم تشهدون ثم أنتم هؤلاء تقتلون أنفسكم وتخرجون فريقا منكم من ديارهم تظاهرون عليهم بالإثم والعدوان وإن يأتوكم أسارى تفادوهم وهو محرم عليكم إخراجهم أفتؤمنون ببعض الكتاب وتكفرون ببعض فما جزاء من يفعل ذلك منكم إلا خزي في الحياة الدنيا ويوم القيامة يردون إلى أشد العذاب	75	-6146459113630397427	352	694.0
Shamela0023596-ara1.completed.ms134	6544441346228505675	0	40	1	219	1654	300	هم الذين كفروا وصدوكم عن المسجد الحرام والهدي معكوفا أن يبلغ محله ولولا رجال مؤمنون ونساء مؤمنات لم تعلموهم أن تطؤهم فتصيبكم منهم معرة بغير علم ليدخل الله في رحمته من يشاء لو تزيلوا لعذبنا الذين كفروا منهم عذابا أليما	134	-2298784228722095805	Shamela0023594-ara1.ms1865	-3626071574630548182	5	45	28	246	1590	300	هم الذين كفروا وصدوكم عن المسجد الحرام والهدي معكوفا أن يبلغ محله ولولا رجال مؤمنون ونساء مؤمنات لم تعلموهم أن تطؤهم فتصيبكم منهم معرة بغير علم ليدخل الله في رحمته من يشاء لو تزيلوا لعذبنا الذين كفروا منهم عذابا أليما	1865	-6146459113630397427	218	436.0
Shamela0023596-ara1.completed.ms134	6544441346228505675	12	144	67	813	1654	300	ولولا رجال مؤمنون ونساء مؤمنات لم تعلموهم أن تطؤهم فتصيبكم منهم معرة بغير علم ليدخل الله في رحمته من يشاء لو تزيلوا لعذبنا الذين كفروا منهم عذابا أليما الفتح كان بمكة قوم مؤمنون مختلطون بالمشركين غير متميزين ولا معروفي الأماكن فلما صد المشركون رسول الله صلى الله عليه وسلم عن المسجد الحرام وعكفوا الهدي أن يبلغ محله قال الله سبحانه لولا أن بمكة رجالا مؤمنين ونساء مؤمنات لا تعرفونهم فتطئوهم لو دخلتموها أي تقتلوهم ليدخلهم الله في رحمته-------- لو فعلتم فتصيبكم من قتلهم بغير علم معرة أ--ي يعيبكم المشركون بذلك ويقولون قد قتلوا أهل دينهم وعذبوهم كما فعلوا بنا وتلزمكم الديات ثم قال لو تزيلوا أي تميزوا من المشركين لعذبنا المشركين------------------ بالسيف عذابا أليما فصار قوله سبحانه لعذبنا الذين كفروا منهم عذابا أليما جوابا لكلامين أحدهما لولا رجال مؤمنون والآخر لو تزيلوا	134	-2298784228722095805	Shamela0023594-ara1.ms1866	7385183852575102701	101	167	551	923	1647	300	ولولا رجال مؤمنون ونساء مؤمنات لم تعلموهم أن تطؤ----------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------هم لو دخلتموها أن تقتلوهم ليدخل-- الله في رحمته من يشاء لو فعلتم فيصيبكم من ق---------تلهم معرة يعني يعيركم المشركون بذلك ويقولون ---قتلوا أهل دين--------هم كما قتلونا ف---تلزمكم الديات ثم قال لو تزيلوا أي تميزوا من المشركين لعذبنا الذين كفروا يعني لو تميزوا بالسيف وقال القتبي -صار قول-------ه لعذبن-----------------------------ا جوابا لكلامين أحدهما لولا رجال مؤمنون والآخر لو تزيلوا	1866	-6146459113630397427	315	525.5
Shamela0023596-ara1.completed.ms136	-1074597870270575892	4	42	22	237	1654	300	من الذين هادوا يحرفون الكلم عن مواضعه ويقولون سمعنا وعصينا واسمع غير مسمع وراعنا ليا بألسنتهم وطعنا في الدين ولو أنهم قالوا سمعنا وأطعنا واسمع وانظرنا لكان خيرا لهم وأقوم ولكن لعنهم الله بكفرهم فلا يؤمنون إلا قليلا	136	-2298784228722095805	Shamela0023594-ara1.ms0370	-3659642546995413698	249	287	1313	1528	1593	300	من الذين هادوا يحرفون الكلم عن مواضعه ويقولون سمعنا وعصينا واسمع غير مسمع وراعنا ليا بألسنتهم وطعنا في الدين ولو أنهم قالوا سمعنا وأطعنا واسمع وانظرنا لكان خيرا لهم وأقوم ولكن لعنهم الله بكفرهم فلا يؤمنون إلا قليلا	370	-6146459113630397427	215	430.0
Shamela0023596-ara1.completed.ms136	-1074597870270575892	4	154	22	853	1654	300	من الذين هادوا---- يحرفون الكلم عن مواضعه ويقو---------------------------------------------------------لون سمعنا----- وعصينا وا-----سمع غير مسمع ----وراعنا ليا بألسنتهم---------------------- وطعنا في الدين ولو أنه---------م قالوا سمعنا وأطعنا واسمع وانظرنا لكان خيرا لهم وأقوم ولكن لعنهم الله بكفرهم فلا يؤمنون إلا قليلا النساء هؤلاء قوم من اليهود كانوا يقولون للنبي صلى الله عليه وسلم إذا حدثهم وأمرهم سمعنا ويقولون في أنفسهم -عصينا وإن- أرادوا أن يكلموه بشيء قالوا له اسمع يا أبا القاسم ويقولون في أنفسهم لا سمعت ويقولون له راعنا يوهمونه في ظاهر اللفظ أنهم يريدون انتظرنا حتى نكلمك بما نريد كما تقول العرب أرعني سمعك وراعني أي انتظرني وترفق وتلوم علي هذا ونحوه وإنما يريدون سبه بالرعونة في لغتهم فقال الله سبحانه من الذين هادوا يحرفون الكلم عن مواضعه ويقولون كذا وكذا ويقولون راعنا ليا بألسنتهم أي قلبا للكلام بها وطعنا في الدين ولو أنهم قالوا سمعنا وأطعنا مكان قولهم سمعنا وعصينا وقالوا واسمع مكان قوله لا سمعت وانظرنا مكان قولهم راعنا	136	-2298784228722095805	Shamela0023594-ara1.ms0371	8127242778185119982	185	300	976	1601	1601	300	من الذين هادوا قوم يحرفون الكلم عن مواضعه أي يحرفون نعته عن مواضعه وهو نعت محمد صلى الله عليه وسلم ويقولون سمعنا قولك وعصينا أمرك واسمع غير مسمع منك وراعنا ليا بألسنتهم أي يلوون لسانهم بالسب وطعنا في الدين أي في دين الإسلام قال القتبي----------------------------------------------------------------------------------------------------------------- كانوا يقولون للنبي صلى الله عليه وسلم إذا حدثهم وأمرهم سمعنا ويقولون في أنفسهم وعصينا وإذا أرادوا أن يكلموه بشيء قالوا ا---سمع يا أبا القاسم ويقولون في أنفسهم لا سمعت ويقولون را---عنا يوهمونه في ظاهر اللفظ أنهم يريدون انظ-رنا حتى نكلمك بما تريد ويريدون به السب----------------------------------------------------------------------- بالر-----------------------------------------------------------------------------------------------عونة ليا بألسنتهم أي قلبا للكلام ---------------بها ولو أنهم قالوا سمعنا وأطعنا مكان------ سمعنا وعصينا واس-------مع مكان اسمع لا سمعت وانظرنا مكان قولهم راعنا	371	-6146459113630397427	466	789.0
Shamela0023596-ara1.completed.ms136	-1074597870270575892	176	236	976	1284	1654	300	سورة المائدة----------- يا أيها الذين آمنوا شهادة بينكم إذا حضر أحدكم الموت حين الوصية اثنان ذوا عدل منكم أو آخران من غيركم إن أنتم ضربتم في الأرض فأصابتكم مصيبة الموت تحبسونهما من بعد الصلاة فيقسمان بالله إن ارتبتم لا نشتري به ثمنا ولو كان ذا قربى ولا نكتم شهادة الله إنا إذا لمن الآثمين فإن عثر على أنهما استحقا إثما	136	-2298784228722095805	Shamela0023594-ara1.ms0517	-780810969704838171	238	300	1234	1553	1553	300	سورة المائدة الآيات الى يا أيها الذين آمنوا شهادة بينكم إذا حضر أحدكم الموت حين الوصية اثنان ذوا عدل منكم أو آخران من غيركم إن أنتم ضربتم في الأرض فأصابتكم مصيبة الموت تحبسونهما من بعد الصلاة فيقسمان بالله إن ارتبتم لا نشتري به ثمنا ولو كان ذا قربى ولا نكتم شهادة الله إنا إذا لمن الآثمين فإن عثر على أنهما استحقا إثما	517	-6146459113630397427	308	606.0
Shamela0023596-ara1.completed.ms136	-1074597870270575892	236	273	1284	1500	1654	300	فآخران يقومان مقامهما من الذين استحق عليهم الأوليان فيقسمان بالله لشهادتنا أحق من شهادتهما وما اعتدينا إنا إذا لمن الظالمين ذلك أدنى أن يأتوا بالشهادة على وجهها أو يخافوا أن ترد أيمان بعد أيمانهم واتقوا الله واسمعوا	136	-2298784228722095805	Shamela0023594-ara1.ms0518	7146244077175506155	0	37	1	217	1557	300	فآخران يقومان مقامهما من الذين استحق عليهم الأوليان فيقسمان بالله لشهادتنا أحق من شهادتهما وما اعتدينا إنا إذا لمن الظالمين ذلك أدنى أن يأتوا بالشهادة على وجهها أو يخافوا أن ترد أيمان بعد أيمانهم واتقوا الله واسمعوا	518	-6146459113630397427	216	432.0
Shamela0023596-ara1.completed.ms140	-3516746578162624979	106	193	514	968	1544	300	عاهدتم ولا تنقضوا----------- الأيمان بعد توكيدها النحل---- فتكونوا إن فعلتم كامرأة غزلت غزلا وقوت مرته وأبرمته فلما استحكم نقضته--------- فجعلته أنكاثا والأنكاث ما نقض من أخلاق بيوت الشعر والوبر ليغزل ثانية ويعاد مع الجديد وكذلك ما نقض من خلق الخز ومنه قيل لمن أعطاك بيعته على السمع والطاعة ثم خرج عليك ناكث لأنه نقض ما وكد على نفسه بالإيمان والعهود كما تنقض الناكثة غزلها ثم قال تتخذون أيمانكم دخلا بينكم أي دغلا وخيانة وحيلا أن تكون أمة --------------هي أربى من أمة أي لأن يكون قوم أغنى من	140	-2298784228722095805	Shamela0023594-ara1.ms1060	1415506213920472661	217	268	1127	1388	1542	300	-----------تؤكدوا على أنفسكم الأيمان والعهود ثم تنقضوا ذلك فتكونوا--------- كامرأة غزلت ونسجت ث--------------------------م نقضت ذلك النسج فجعلته أنكاثا والأنكاث ما نقض من غزل------- الشعر وغيره واحدها نكث------------------------------------------------------------------------------------------------------------------------------------------------------------------------ ثم قال تتخذون أيمانكم دخلا بينكم أي دغلا وخيانة------ أن تكون أمة أي فريقا منكم هي أربى من أمة أي هي أكثر و----أغنى من	1060	-6146459113630397427	171	216.0
Shamela0023596-ara1.completed.ms142	-1226510015078465172	40	81	243	437	1559	300	سورة هود---- أفمن كان على بينة من ربه ويتلوه شاهد منه ومن قبله كتاب موسى إماما ورحمة أولئك يؤمنون به ومن يكفر به من الأحزاب فالنار موعده فلا تك في مرية منه إنه الحق من ربك ولكن أكثر الناس لا يؤمنون	142	-2298784228722095805	Shamela0023594-ara1.ms0876	-4256259958559919584	5	47	27	225	1500	300	سورة هود آية أفمن كان على بينة من ربه ويتلوه شاهد منه ومن قبله كتاب موسى إماما ورحمة أولئك يؤمنون به ومن يكفر به من الأحزاب فالنار موعده فلا تك في مرية منه إنه الحق من ربك ولكن أكثر الناس لا يؤمنون	876	-6146459113630397427	194	381.5
Shamela0023596-ara1.completed.ms143	-3730204024540992213	183	239	962	1249	1582	300	موسى الكتاب تماما على أحسن من العلم والحكمة------------------------- وكتب الله المتقدمة وأراد بقوله تماما على ذلك أي زيادة على ذلك والتأويل الأول أعجب إلي لأنه في مصحف عبد الله تماما على الذين أحسنوا وفي هذا ما دل على ذلك التأويل وقد ينصرف أيضا إلى معنى آخر كأنه قال آتينا----ه الك-------------------------------------------------------------------------------------------------------------------------تاب إتماما منا للإحسان على من أحسن	143	-2298784228722095805	Shamela0023594-ara1.ms0601	-1403091440373184008	73	131	394	704	1608	300	موسى الكتاب تماما على أحسن من العلم والحكمة أي مع ما كان له من العلم وكتب----- المتقدمين أعطيناه-------------------- زيادة على ذلك ويكون-------------------------------------------------- الذي بمعنى ما قال ومعنى آخر---------------------------------------------------- آتينا موسى الكتاب تتميما منا للمحسنين يعني الأنبياء والمؤمنين وتفصيلا منا لكل شيء يعني بيانا لكل شيء قال ويجوز معنى آخر وآتينا موسى الكتاب إتماما منا للإحسان على من أحسن	601	-6146459113630397427	124	164.5
Shamela0023596-ara1.completed.ms144	-7816544224417030931	166	192	807	947	1450	300	--وقال بعض المسجونين------- خرجنا من الدنيا ونحن من أهلها فلسنا من الأحياء فيها ولا الموتى إذا جاءنا السجان يوما لحاجة عجبنا وقلنا جاء هذا من الدنيا	144	-2298784228722095805	Shamela0023594-ara1.ms0472	-638815310521946546	271	300	1344	1491	1491	300	بقو--ل بعض أهل السجن في ذلك خرجنا من الدنيا ونحن من اهلها فلسنا من الأموات فيها ولا الأحيا إذا جاءنا السجان يوما لحاجة عجبنا وقلنا جاء هذا من الدنيا	472	-6146459113630397427	122	219.5
Shamela0023596-ara1.completed.ms150	-4430219577291617443	81	194	439	1027	1644	300	أو-لم ي---روا إلى ما خلق الله من شيء--------------------------- يتفيؤا ظل----------------اله عن اليمين والشمائل سجدا لله وهم داخرون النحل ---تفيؤ الظلال رجوعها من جانب إلى جانب فهي مرة تجاه الشخص ومرة وراءه ومرة عن يمينه ومرة عن شماله وأصل الفيء الرجوع ومنه قيل للظل في العشي فيء لأنه فاء أي رجع من جانب إلى جانب ومنه الفيء في الإيلاء إنما هو الرجوع إلى المرأة وأص----------------------------------------------------------------ل السجود التطأطؤ والميل يقال سجد البعير وأسجد إذا طؤطىء ليركب وسجدت النخلة إذا مالت قال لبيد يصف نخلا غلب سواجد لم يدخل بها الحصر فالغلب الغلاظ الأعناق والسواجد الموائل ومن هذا قيل لمن وضع جبهته بالأرض ساجد لأنه تطامن في ذلك ثم قد يستعار السجود فيوضع موضع الاستسلام والطاعة	150	-2298784228722095805	Shamela0023594-ara1.ms1044	-1460032138985077763	26	90	155	503	1613	300	أو لم يعتبروا إلى ما خلق الله من شيء عند طلوع الشمس وعند غروبها يتفيؤا ظلاله يعني يدور ظلاله عن اليمين والشمائل قال القتبي أصل الفيء الرجوع وتفيؤ الظلال رجوعها من ---------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------جانب إلى جانب سجدا لله وهم داخرون أي صاغرون ويقال وهم مطيعون وأصل السجود التطأطؤ والميل يقال سجد البعير------ إذا تطأطأ------ وسجدت النخلة إذا مالت--------------------------------------------------------------------------------------------------------------------------------------------- ثم قد يستعار السجود ويوضع موضع الاستسلام والطاعة	1044	-6146459113630397427	203	192.0
Shamela0023596-ara1.completed.ms151	-3727766500219861732	203	225	1039	1159	1541	300	ويقول الذين آمنوا لولا نزلت سورة فإذا أنزلت سورة محكمة وذكر فيها القتال رأيت الذين في قلوبهم مرض ينظرون إليك نظر المغشي	151	-2298784228722095805	Shamela0023594-ara1.ms1845	6297622919048854575	278	300	1516	1636	1636	300	ويقول الذين آمنوا لولا نزلت سورة فإذا أنزلت سورة محكمة وذكر فيها القتال رأيت الذين في قلوبهم مرض ينظرون إليك نظر المغشي	1845	-6146459113630397427	120	240.0
Shamela0023596-ara1.completed.ms151	-3727766500219861732	225	252	1159	1298	1541	300	عليه من الموت فأولى لهم طاعة وقول معروف فإذا عزم الأمر فلو صدقوا الله لكان خيرا لهم فهل عسيتم إن توليتم أن تفسدوا في الأرض وتقطعوا أرحامكم	151	-2298784228722095805	Shamela0023594-ara1.ms1846	547403247797423762	0	27	1	140	1582	300	عليه من الموت فأولى لهم طاعة وقول معروف فإذا عزم الأمر فلو صدقوا الله لكان خيرا لهم فهل عسيتم إن توليتم أن تفسدوا في الأرض وتقطعوا أرحامكم	1846	-6146459113630397427	139	278.0
